capital-france	5768617420697320746865206361706974616c206f66204672616e63653f	2d
translate-cat	5472616e736c6174652074686520456e676c69736820776f72642063617420696e746f205275737369616e2e	2d
arithmetic	5768617420697320313720706c75732032353f	2d
tea	d09ad0b0d0ba20d0b7d0b0d0b2d0b0d180d0b8d182d18c20d187d0b0d188d0bad18320d187d0b0d18f3f	2d
haiku	57726974652061206f6e652d6c696e6520706f656d2061626f7574207261696e2e	2d
planet	d09ad0b0d0bad0b0d18f20d0bfd0bbd0b0d0bdd0b5d182d0b020d0b1d0bbd0b8d0b6d0b520d0b2d181d0b5d0b3d0be20d0ba20d0a1d0bed0bbd0bdd186d1833f	2d
weather	57687920646f6573207468652077656174686572206368616e67652066726f6d2064617920746f206461793f	2d
pancakes	4769766520612073686f72742072656369706520666f722070616e63616b65732e	2d
gravity	d09ed0b1d18ad18fd181d0bdd0b820d0bfd180d0bed181d182d18bd0bcd0b820d181d0bbd0bed0b2d0b0d0bcd0b82c20d0bfd0bed187d0b5d0bcd18320d0bfd180d0b5d0b4d0bcd0b5d182d18b20d0bfd0b0d0b4d0b0d18ed18220d0bdd0b020d0b7d0b5d0bcd0bbd18e2e	2d
roman-empire	5768656e2064696420746865205765737465726e20526f6d616e20456d706972652066616c6c3f	2d
email	5772697465206120706f6c6974652074776f2d73656e74656e6365206d656574696e672072656d696e6465722e	2d
kilometers	436f6e766572742066697665206b696c6f6d657465727320746f206d65746572732e	2d
music	576861742069732074686520646966666572656e6365206265747765656e2072687974686d20616e64206d656c6f64793f	2d
dog	d09ad0b0d0ba20d187d0b0d181d182d0be20d0b2d0b7d180d0bed181d0bbd183d18e20d181d0bed0b1d0b0d0bad18320d0bed0b1d18bd187d0bdd0be20d0b2d18bd0b2d0bed0b4d18fd18220d0b3d183d0bbd18fd182d18c3f	2d
ocean	5768696368206f6365616e20697320746865206c6172676573743f	2d
sorting	5768617420646f6573206974206d65616e20746f20736f7274206e756d6265727320696e20617363656e64696e67206f726465723f	2d
greeting	48656c6c6f2120486f772061726520796f753f	2d
book-summary	496e206f6e652073656e74656e63652c2077686174206973206120626f6f6b20696e64657820666f723f	2d
triangle	486f77206d616e7920736964657320646f6573206120747269616e676c6520686176653f	2d
opposite	d09dd0b0d0b7d0bed0b2d0b820d0b0d0bdd182d0bed0bdd0b8d0bc20d181d0bbd0bed0b2d0b020c2abd0b3d0bed180d18fd187d0b8d0b9c2bb2e	2d
color-mix	5768617420636f6c6f7220646f20626c756520616e642079656c6c6f77207061696e74206d616b653f	2d
calendar	486f77206d616e7920646179732061726520696e2061206c65617020796561723f	2d
evaporation	d09fd0bed187d0b5d0bcd18320d0bcd0bed0bad180d0b0d18f20d0bed0b4d0b5d0b6d0b4d0b020d0b2d18bd181d18bd185d0b0d0b5d18220d0bdd0b020d0b2d0bed0b7d0b4d183d185d0b53f	2d
python-loop	5772697465206120507974686f6e206c6f6f702074686174207072696e747320746865206e756d62657273206f6e6520746f2074687265652e	2d
