science:seasons-axis-tilt:base	d09fd0bed187d0b5d0bcd18320d0bdd0b020d097d0b5d0bcd0bbd0b520d181d0bcd0b5d0bdd18fd18ed182d181d18f20d0b2d180d0b5d0bcd0b5d0bdd0b020d0b3d0bed0b4d0b03f20d09ed182d0b2d0b5d182d18c20d0bfd180d0bed181d182d18bd0bcd0b820d181d0bbd0bed0b2d0b0d0bcd0b82e	d092d180d0b5d0bcd0b5d0bdd0b020d0b3d0bed0b4d0b020d0b2d0bed0b7d0bdd0b8d0bad0b0d18ed18220d0b3d0bbd0b0d0b2d0bdd18bd0bc20d0bed0b1d180d0b0d0b7d0bed0bc20d0b8d0b72dd0b7d0b020d0bdd0b0d0bad0bbd0bed0bdd0b020d0b7d0b5d0bcd0bdd0bed0b920d0bed181d0b82e20d09220d182d0b5d187d0b5d0bdd0b8d0b520d0b3d0bed0b4d0b020d180d0b0d0b7d0bdd18bd0b520d0bfd0bed0bbd183d188d0b0d180d0b8d18f20d0bfd0bed0bbd183d187d0b0d18ed18220d180d0b0d0b7d0bdd18bd0b920d183d0b3d0bed0bb20d181d0bed0bbd0bdd0b5d187d0bdd0bed0b3d0be20d181d0b2d0b5d182d0b020d0b820d180d0b0d0b7d0bdd183d18e20d0bfd180d0bed0b4d0bed0bbd0b6d0b8d182d0b5d0bbd18cd0bdd0bed181d182d18c20d0b4d0bdd18f3b20d180d0b0d181d181d182d0bed18fd0bdd0b8d0b520d0b4d0be20d0a1d0bed0bbd0bdd186d0b020d0bdd0b520d18fd0b2d0bbd18fd0b5d182d181d18f20d0bed181d0bdd0bed0b2d0bdd0bed0b920d0bfd180d0b8d187d0b8d0bdd0bed0b92e
science:seasons-axis-tilt:augment	d09ad0b0d0ba20d0bdd0b0d0bad0bbd0bed0bd20d0bed181d0b820d097d0b5d0bcd0bbd0b820d0bfd180d0b8d0b2d0bed0b4d0b8d18220d0ba20d181d0bcd0b5d0bdd0b520d181d0b5d0b7d0bed0bdd0bed0b220d0b220d180d0b0d0b7d0bdd18bd18520d0bfd0bed0bbd183d188d0b0d180d0b8d18fd1853f	d092d180d0b5d0bcd0b5d0bdd0b020d0b3d0bed0b4d0b020d0b2d0bed0b7d0bdd0b8d0bad0b0d18ed18220d0b3d0bbd0b0d0b2d0bdd18bd0bc20d0bed0b1d180d0b0d0b7d0bed0bc20d0b8d0b72dd0b7d0b020d0bdd0b0d0bad0bbd0bed0bdd0b020d0b7d0b5d0bcd0bdd0bed0b920d0bed181d0b82e20d09220d182d0b5d187d0b5d0bdd0b8d0b520d0b3d0bed0b4d0b020d180d0b0d0b7d0bdd18bd0b520d0bfd0bed0bbd183d188d0b0d180d0b8d18f20d0bfd0bed0bbd183d187d0b0d18ed18220d180d0b0d0b7d0bdd18bd0b920d183d0b3d0bed0bb20d181d0bed0bbd0bdd0b5d187d0bdd0bed0b3d0be20d181d0b2d0b5d182d0b020d0b820d180d0b0d0b7d0bdd183d18e20d0bfd180d0bed0b4d0bed0bbd0b6d0b8d182d0b5d0bbd18cd0bdd0bed181d182d18c20d0b4d0bdd18f3b20d180d0b0d181d181d182d0bed18fd0bdd0b8d0b520d0b4d0be20d0a1d0bed0bbd0bdd186d0b020d0bdd0b520d18fd0b2d0bbd18fd0b5d182d181d18f20d0bed181d0bdd0bed0b2d0bdd0bed0b920d0bfd180d0b8d187d0b8d0bdd0bed0b92e
science:antibiotics-viruses:base	446f20616e746962696f74696373206375726520766972616c20696e66656374696f6e73207375636820617320696e666c75656e7a613f204578706c61696e2062726965666c792e	416e746962696f74696373207461726765742062616374657269612c206e6f7420766972757365732c20736f207468657920646f206e6f74206375726520766972616c20696e666c75656e7a61206f72206120766972616c20636f6c642e20546865792073686f756c64206265207573656420666f72206120636f6e6669726d6564206f72206c696b656c792062616374657269616c20696e66656374696f6e20756e646572206d65646963616c2067756964616e63653b20756e6e6563657373617279207573652070726f6d6f74657320616e746962696f74696320726573697374616e63652e
science:antibiotics-viruses:augment	5768792077696c6c20616e20616e746962696f746963206e6f742068656c7020616e206f7264696e61727920766972616c20636f6c642c20616e64207768792063616e206d6973757365206265206861726d66756c3f	416e746962696f74696373207461726765742062616374657269612c206e6f7420766972757365732c20736f207468657920646f206e6f74206375726520766972616c20696e666c75656e7a61206f72206120766972616c20636f6c642e20546865792073686f756c64206265207573656420666f72206120636f6e6669726d6564206f72206c696b656c792062616374657269616c20696e66656374696f6e20756e646572206d65646963616c2067756964616e63653b20756e6e6563657373617279207573652070726f6d6f74657320616e746962696f74696320726573697374616e63652e
science:boiling-pressure:base	d09fd0bed187d0b5d0bcd18320d0b2d0bed0b4d0b020d0b220d0b3d0bed180d0b0d18520d0bad0b8d0bfd0b8d18220d0bfd180d0b820d0b1d0bed0bbd0b5d0b520d0bdd0b8d0b7d0bad0bed0b920d182d0b5d0bcd0bfd0b5d180d0b0d182d183d180d0b53f	d096d0b8d0b4d0bad0bed181d182d18c20d0bad0b8d0bfd0b8d1822c20d0bad0bed0b3d0b4d0b020d0b4d0b0d0b2d0bbd0b5d0bdd0b8d0b520d0b5d19120d0bfd0b0d180d0b020d181d180d0b0d0b2d0bdd0b8d0b2d0b0d0b5d182d181d18f20d18120d0b2d0bdd0b5d188d0bdd0b8d0bc20d0b4d0b0d0b2d0bbd0b5d0bdd0b8d0b5d0bc2e20d09220d0b3d0bed180d0b0d18520d0b0d182d0bcd0bed181d184d0b5d180d0bdd0bed0b520d0b4d0b0d0b2d0bbd0b5d0bdd0b8d0b520d0bdd0b8d0b6d0b52c20d0bfd0bed18dd182d0bed0bcd18320d18dd182d0be20d180d0b0d0b2d0b5d0bdd181d182d0b2d0be20d0b4d0bed181d182d0b8d0b3d0b0d0b5d182d181d18f20d0bfd180d0b820d0b1d0bed0bbd0b5d0b520d0bdd0b8d0b7d0bad0bed0b920d182d0b5d0bcd0bfd0b5d180d0b0d182d183d180d0b520d0b820d0b2d0bed0b4d0b020d0b7d0b0d0bad0b8d0bfd0b0d0b5d18220d180d0b0d0bdd18cd188d0b52e
science:boiling-pressure:augment	d09fd0bed187d0b5d0bcd18320d0bfd180d0b820d0bcd0b5d0bdd18cd188d0b5d0bc20d0b2d0bdd0b5d188d0bdd0b5d0bc20d0b4d0b0d0b2d0bbd0b5d0bdd0b8d0b820d0b6d0b8d0b4d0bad0bed181d182d18c20d0b7d0b0d0bad0b8d0bfd0b0d0b5d18220d0bfd180d0b820d0bcd0b5d0bdd18cd188d0b5d0b920d182d0b5d0bcd0bfd0b5d180d0b0d182d183d180d0b53f	d096d0b8d0b4d0bad0bed181d182d18c20d0bad0b8d0bfd0b8d1822c20d0bad0bed0b3d0b4d0b020d0b4d0b0d0b2d0bbd0b5d0bdd0b8d0b520d0b5d19120d0bfd0b0d180d0b020d181d180d0b0d0b2d0bdd0b8d0b2d0b0d0b5d182d181d18f20d18120d0b2d0bdd0b5d188d0bdd0b8d0bc20d0b4d0b0d0b2d0bbd0b5d0bdd0b8d0b5d0bc2e20d09220d0b3d0bed180d0b0d18520d0b0d182d0bcd0bed181d184d0b5d180d0bdd0bed0b520d0b4d0b0d0b2d0bbd0b5d0bdd0b8d0b520d0bdd0b8d0b6d0b52c20d0bfd0bed18dd182d0bed0bcd18320d18dd182d0be20d180d0b0d0b2d0b5d0bdd181d182d0b2d0be20d0b4d0bed181d182d0b8d0b3d0b0d0b5d182d181d18f20d0bfd180d0b820d0b1d0bed0bbd0b5d0b520d0bdd0b8d0b7d0bad0bed0b920d182d0b5d0bcd0bfd0b5d180d0b0d182d183d180d0b520d0b820d0b2d0bed0b4d0b020d0b7d0b0d0bad0b8d0bfd0b0d0b5d18220d180d0b0d0bdd18cd188d0b52e
science:photosynthesis-input-output:base	5768617420646f65732070686f746f73796e7468657369732075736520616e642070726f647563653f2047697665206120636f6e6369736520616e737765722e	50686f746f73796e7468657369732075736573206c6967687420656e657267792c2077617465722c20616e6420636172626f6e2064696f7869646520746f206d616b6520656e657267792d7269636820676c75636f73652e204f787967656e2069732072656c656173656420617320612062792d70726f647563742e
science:photosynthesis-input-output:augment	4c69737420746865206c696768742c2077617465722c20616e642067617320757365642062792070686f746f73796e74686573697320616e6420697473206d61696e2070726f64756374732e	50686f746f73796e7468657369732075736573206c6967687420656e657267792c2077617465722c20616e6420636172626f6e2064696f7869646520746f206d616b6520656e657267792d7269636820676c75636f73652e204f787967656e2069732072656c656173656420617320612062792d70726f647563742e
science:thunder-after-lightning:base	d09fd0bed187d0b5d0bcd18320d0b3d180d0bed0bc20d181d0bbd18bd188d0b5d0bd20d0bfd0bed181d0bbd0b520d182d0bed0b3d0be2c20d0bad0b0d0ba20d0bcd18b20d0b2d0b8d0b4d0b8d0bc20d0bcd0bed0bbd0bdd0b8d18e3f	d0a1d0b2d0b5d18220d180d0b0d181d0bfd180d0bed181d182d180d0b0d0bdd18fd0b5d182d181d18f20d0bdd0b0d0bcd0bdd0bed0b3d0be20d0b1d18bd181d182d180d0b5d0b520d0b7d0b2d183d0bad0b02c20d0bfd0bed18dd182d0bed0bcd18320d0b2d181d0bfd18bd188d0bad18320d0bcd18b20d0b2d0b8d0b4d0b8d0bc20d0bfd0bed187d182d0b820d181d180d0b0d0b7d1832c20d0b020d0b3d180d0bed0bc20d0bfd180d0b8d185d0bed0b4d0b8d18220d0bfd0bed0b7d0b6d0b52e20d0a1d0b0d0bc20d0b3d180d0bed0bc20d0b2d0bed0b7d0bdd0b8d0bad0b0d0b5d18220d0b8d0b72dd0b7d0b020d180d0b5d0b7d0bad0bed0b3d0be20d0bdd0b0d0b3d180d0b5d0b2d0b020d0b820d180d0b0d181d188d0b8d180d0b5d0bdd0b8d18f20d0b2d0bed0b7d0b4d183d185d0b020d0b2d0bed0bad180d183d0b320d0bad0b0d0bdd0b0d0bbd0b020d0bcd0bed0bbd0bdd0b8d0b82e
science:thunder-after-lightning:augment	d09fd0bed187d0b5d0bcd18320d0b2d181d0bfd18bd188d0bad18320d0b3d180d0bed0b7d18b20d0b2d0b8d0b4d0bdd0be20d180d0b0d0bdd18cd188d0b520d0b3d180d0bed0bcd0b020d0b820d0bad0b0d0ba20d0b2d0bed0b7d0bdd0b8d0bad0b0d0b5d18220d181d0b0d0bc20d0b7d0b2d183d0ba3f	d0a1d0b2d0b5d18220d180d0b0d181d0bfd180d0bed181d182d180d0b0d0bdd18fd0b5d182d181d18f20d0bdd0b0d0bcd0bdd0bed0b3d0be20d0b1d18bd181d182d180d0b5d0b520d0b7d0b2d183d0bad0b02c20d0bfd0bed18dd182d0bed0bcd18320d0b2d181d0bfd18bd188d0bad18320d0bcd18b20d0b2d0b8d0b4d0b8d0bc20d0bfd0bed187d182d0b820d181d180d0b0d0b7d1832c20d0b020d0b3d180d0bed0bc20d0bfd180d0b8d185d0bed0b4d0b8d18220d0bfd0bed0b7d0b6d0b52e20d0a1d0b0d0bc20d0b3d180d0bed0bc20d0b2d0bed0b7d0bdd0b8d0bad0b0d0b5d18220d0b8d0b72dd0b7d0b020d180d0b5d0b7d0bad0bed0b3d0be20d0bdd0b0d0b3d180d0b5d0b2d0b020d0b820d180d0b0d181d188d0b8d180d0b5d0bdd0b8d18f20d0b2d0bed0b7d0b4d183d185d0b020d0b2d0bed0bad180d183d0b320d0bad0b0d0bdd0b0d0bbd0b020d0bcd0bed0bbd0bdd0b8d0b82e
science:vaccines-immune-memory:base	486f7720646f2076616363696e65732068656c702074686520696d6d756e652073797374656d3f	412076616363696e6520736166656c79206578706f7365732074686520696d6d756e652073797374656d20746f20616e20616e746967656e206f7220696e737472756374696f6e7320666f72206d616b696e67206f6e652e2054686973206275696c647320696d6d756e65206d656d6f72792c20616c6c6f77696e6720612066617374657220726573706f6e7365207768656e20746865207265616c20706174686f67656e20617070656172732e
science:vaccines-immune-memory:augment	4578706c61696e20686f7720616e746967656e206578706f737572652066726f6d20612076616363696e652063726561746573206120717569636b6572206c6174657220696d6d756e6520726573706f6e73652e	412076616363696e6520736166656c79206578706f7365732074686520696d6d756e652073797374656d20746f20616e20616e746967656e206f7220696e737472756374696f6e7320666f72206d616b696e67206f6e652e2054686973206275696c647320696d6d756e65206d656d6f72792c20616c6c6f77696e6720612066617374657220726573706f6e7365207768656e20746865207265616c20706174686f67656e20617070656172732e
science:moon-phases-geometry:base	d09fd0bed187d0b5d0bcd18320d0bcd0b5d0bdd18fd18ed182d181d18f20d184d0b0d0b7d18b20d09bd183d0bdd18b3f20d0add182d0be20d182d0b5d0bdd18c20d097d0b5d0bcd0bbd0b83f	d0a4d0b0d0b7d18b20d09bd183d0bdd18b20d0bcd0b5d0bdd18fd18ed182d181d18f20d0b8d0b72dd0b7d0b020d0b2d0b7d0b0d0b8d0bcd0bdd0bed0b3d0be20d0bfd0bed0bbd0bed0b6d0b5d0bdd0b8d18f20d0a1d0bed0bbd0bdd186d0b02c20d097d0b5d0bcd0bbd0b820d0b820d09bd183d0bdd18b3a20d0bcd18b20d0b2d0b8d0b4d0b8d0bc20d180d0b0d0b7d0bdd183d18e20d0b4d0bed0bbd18e20d0bed181d0b2d0b5d189d191d0bdd0bdd0bed0b920d0a1d0bed0bbd0bdd186d0b5d0bc20d0bfd0bed0bbd0bed0b2d0b8d0bdd18b20d09bd183d0bdd18b2e20d0a2d0b5d0bdd18c20d097d0b5d0bcd0bbd0b820d0b2d18bd0b7d18bd0b2d0b0d0b5d18220d0bbd183d0bdd0bdd0bed0b520d0b7d0b0d182d0bcd0b5d0bdd0b8d0b52c20d0b020d0bdd0b520d0bed0b1d18bd187d0bdd18bd0b520d184d0b0d0b7d18b2e
science:moon-phases-geometry:augment	d09ed0b1d18ad18fd181d0bdd0b820d0b3d0b5d0bed0bcd0b5d182d180d0b8d18e20d184d0b0d0b720d09bd183d0bdd18b20d0b820d0bed182d0bbd0b8d187d0b8d0b520d0bed0b1d18bd187d0bdd0bed0b920d184d0b0d0b7d18b20d0bed18220d0bbd183d0bdd0bdd0bed0b3d0be20d0b7d0b0d182d0bcd0b5d0bdd0b8d18f2e	d0a4d0b0d0b7d18b20d09bd183d0bdd18b20d0bcd0b5d0bdd18fd18ed182d181d18f20d0b8d0b72dd0b7d0b020d0b2d0b7d0b0d0b8d0bcd0bdd0bed0b3d0be20d0bfd0bed0bbd0bed0b6d0b5d0bdd0b8d18f20d0a1d0bed0bbd0bdd186d0b02c20d097d0b5d0bcd0bbd0b820d0b820d09bd183d0bdd18b3a20d0bcd18b20d0b2d0b8d0b4d0b8d0bc20d180d0b0d0b7d0bdd183d18e20d0b4d0bed0bbd18e20d0bed181d0b2d0b5d189d191d0bdd0bdd0bed0b920d0a1d0bed0bbd0bdd186d0b5d0bc20d0bfd0bed0bbd0bed0b2d0b8d0bdd18b20d09bd183d0bdd18b2e20d0a2d0b5d0bdd18c20d097d0b5d0bcd0bbd0b820d0b2d18bd0b7d18bd0b2d0b0d0b5d18220d0bbd183d0bdd0bdd0bed0b520d0b7d0b0d182d0bcd0b5d0bdd0b8d0b52c20d0b020d0bdd0b520d0bed0b1d18bd187d0bdd18bd0b520d184d0b0d0b7d18b2e
science:greenhouse-infrared:base	576861742069732074686520677265656e686f7573652065666665637420696e206f6e652073686f7274206578706c616e6174696f6e3f	45617274682773207375726661636520656d69747320696e66726172656420686561742e20477265656e686f757365206761736573206162736f726220616e642072652d656d697420736f6d65206f66207468617420726164696174696f6e2c20736c6f77696e6720656e65726779206c6f737320746f20737061636520616e64207761726d696e6720746865207375726661636520616e64206c6f7765722061746d6f7370686572652e
science:greenhouse-infrared:augment	486f7720646f20677265656e686f757365206761736573206368616e67652074686520657363617065206f6620696e66726172656420656e6572677920746f2073706163653f	45617274682773207375726661636520656d69747320696e66726172656420686561742e20477265656e686f757365206761736573206162736f726220616e642072652d656d697420736f6d65206f66207468617420726164696174696f6e2c20736c6f77696e6720656e65726779206c6f737320746f20737061636520616e64207761726d696e6720746865207375726661636520616e64206c6f7765722061746d6f7370686572652e
practical-safety:phishing-signs:base	d09dd0b0d0b7d0bed0b2d0b820d182d180d0b820d0bfd180d0b8d0b7d0bdd0b0d0bad0b020d184d0b8d188d0b8d0bdd0b3d0bed0b2d0bed0b3d0be20d0bfd0b8d181d18cd0bcd0b020d0b820d187d182d0be20d0b4d0b5d0bbd0b0d182d18c20d0bfd0bed0bbd183d187d0b0d182d0b5d0bbd18e2e	d09fd180d0b8d0b7d0bdd0b0d0bad0b820d184d0b8d188d0b8d0bdd0b3d0b03a20d0bdd0b5d0bed0b6d0b8d0b4d0b0d0bdd0bdd0b0d18f20d181d180d0bed187d0bdd0bed181d182d18c20d0b8d0bbd0b820d183d0b3d180d0bed0b7d0b02c20d0bfd0bed0b4d0bed0b7d180d0b8d182d0b5d0bbd18cd0bdd18bd0b920d0b0d0b4d180d0b5d18120d0bed182d0bfd180d0b0d0b2d0b8d182d0b5d0bbd18f20d0b820d181d181d18bd0bbd0bad0b020d0bdd0b020d187d183d0b6d0bed0b920d0b4d0bed0bcd0b5d0bd2c20d0b020d182d0b0d0bad0b6d0b520d0bfd180d0bed181d18cd0b1d0b020d181d0bed0bed0b1d189d0b8d182d18c20d0bfd0b0d180d0bed0bbd18c20d0b8d0bbd0b820d0bad0bed0b42e20d09dd0b520d0bfd0b5d180d0b5d185d0bed0b4d0b8d182d0b520d0bfd0be20d181d181d18bd0bbd0bad0b53b20d0bed182d0bad180d0bed0b9d182d0b520d0bed184d0b8d186d0b8d0b0d0bbd18cd0bdd18bd0b920d181d0b0d0b9d18220d0b2d180d183d187d0bdd183d18e2c20d0bfd180d0bed0b2d0b5d180d18cd182d0b520d181d0bed0bed0b1d189d0b5d0bdd0b8d0b520d0b4d180d183d0b3d0b8d0bc20d0bad0b0d0bdd0b0d0bbd0bed0bc20d0b820d181d0bed0bed0b1d189d0b8d182d0b520d0be20d0bfd0b8d181d18cd0bcd0b52e
practical-safety:phishing-signs:augment	d09ad0b0d0ba20d180d0b0d181d0bfd0bed0b7d0bdd0b0d182d18c20d0bfd0b8d181d18cd0bcd0be2c20d0bad0bed182d0bed180d0bed0b520d182d0bed180d0bed0bfd0b8d18220d0bed182d0b4d0b0d182d18c20d0bfd0b0d180d0bed0bbd18c2c20d0b820d0bad0b0d0ba20d0b1d0b5d0b7d0bed0bfd0b0d181d0bdd0be20d0b5d0b3d0be20d0bfd180d0bed0b2d0b5d180d0b8d182d18c3f	d09fd180d0b8d0b7d0bdd0b0d0bad0b820d184d0b8d188d0b8d0bdd0b3d0b03a20d0bdd0b5d0bed0b6d0b8d0b4d0b0d0bdd0bdd0b0d18f20d181d180d0bed187d0bdd0bed181d182d18c20d0b8d0bbd0b820d183d0b3d180d0bed0b7d0b02c20d0bfd0bed0b4d0bed0b7d180d0b8d182d0b5d0bbd18cd0bdd18bd0b920d0b0d0b4d180d0b5d18120d0bed182d0bfd180d0b0d0b2d0b8d182d0b5d0bbd18f20d0b820d181d181d18bd0bbd0bad0b020d0bdd0b020d187d183d0b6d0bed0b920d0b4d0bed0bcd0b5d0bd2c20d0b020d182d0b0d0bad0b6d0b520d0bfd180d0bed181d18cd0b1d0b020d181d0bed0bed0b1d189d0b8d182d18c20d0bfd0b0d180d0bed0bbd18c20d0b8d0bbd0b820d0bad0bed0b42e20d09dd0b520d0bfd0b5d180d0b5d185d0bed0b4d0b8d182d0b520d0bfd0be20d181d181d18bd0bbd0bad0b53b20d0bed182d0bad180d0bed0b9d182d0b520d0bed184d0b8d186d0b8d0b0d0bbd18cd0bdd18bd0b920d181d0b0d0b9d18220d0b2d180d183d187d0bdd183d18e2c20d0bfd180d0bed0b2d0b5d180d18cd182d0b520d181d0bed0bed0b1d189d0b5d0bdd0b8d0b520d0b4d180d183d0b3d0b8d0bc20d0bad0b0d0bdd0b0d0bbd0bed0bc20d0b820d181d0bed0bed0b1d189d0b8d182d0b520d0be20d0bfd0b8d181d18cd0bcd0b52e
practical-safety:password-manager:base	57687920697320612070617373776f7264206d616e616765722075736566756c2c20616e6420776861742073686f756c642070726f746563742069743f	412070617373776f7264206d616e61676572206372656174657320616e642073746f726573206c6f6e6720756e697175652070617373776f7264732c2070726576656e74696e67206f6e652062726561636865642070617373776f72642066726f6d206578706f73696e67206576657279206163636f756e742e2050726f7465637420746865207661756c7420776974682061207374726f6e6720756e69717565206d6173746572207061737370687261736520616e64206d756c74692d666163746f722061757468656e7469636174696f6e2c20616e64206b65657020612073616665207265636f76657279206d6574686f642e
